Id,Form,Lemma,UPosTag,XPosTag,Feats,Head,DepRel,Deps,Misc
956,думаешь,думать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#278.933#279.16
957,то,то,SCONJ,_,_,_,_,_,words-aal#@aal1975m#279.16#279.387
958,что,что,PRON,_,Case=Nom,_,_,_,words-aal#@aal1975m#279.387#279.614
959,Яндекс,Яндекс,"PROPN
",_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#279.614#279.841
960,у,у,ADP,_,_,_,_,_,words-aal#@aal1975m#279.841#280.068
961,меня,я,PRON,_,Case=Gen|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#280.068#280.295
962,его,он,PRON,_,Case=Acc|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#280.295#280.522
963,хотел,хотеть,VERB,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#280.522#280.749
964,принять,принять,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#280.749#280.976
965,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#280.976#281.203
966,они,они,PRON,_,Case=Nom|Number=Plur|Person=3,_,_,_,words-aal#@aal1975m#281.203#281.43
967,сказали,сказать,VERB,_,Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#281.43#281.657
968,чо,что,ADV,_,Case=Nom,_,_,_,words-aal#@aal1975m#281.657#281.884
969,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,words-aal#@aal1975m#281.884#282.111
970,нарисовал,нарисовать,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#282.111#282.338
971,какую-то,какой-то,DET,_,Case=Acc|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#282.338#282.565
972,хуйню,хуйня,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#282.565#282.792
973,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#282.792#283.019
974,и,и,CCONJ,_,_,_,_,_,words-aal#@aal1975m#283.019#283.246
975,вообще,вообще,ADV,_,Degree=Pos,_,_,_,words-aal#@aal1975m#283.246#283.473
976,тут,тут,ADV,_,Degree=Pos,_,_,_,words-aal#@aal1975m#283.473#283.7
977,букву,буква,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#283.7#283.927
978,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#283.927#284.154
979,выделил,выделить,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#284.154#284.381
980,красным,красный,ADJ,_,Case=Ins|Degree=Pos|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#284.381#284.608
981,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#284.608#284.835
982,это,это,"PART
",_,_,_,_,_,words-aal#@aal1975m#284.835#285.062
983,какой-то,какой-то,DET,_,Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#285.062#285.289
984,эгоизм,эгоизм,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#285.289#285.516
985,там,там,ADV,_,_,_,_,_,words-aal#@aal1975m#285.516#285.743
986,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,words-aal#@aal1975m#285.743#285.97
987,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#285.97#286.197
988,такие,такой,DET,_,Case=Nom|Number=Plur,_,_,_,words-aal#@aal1975m#286.197#286.451
989,они,они,PRON,_,Case=Nom|Number=Plur|Person=3,_,_,_,words-aal#@aal1975m#286.591#287.079
990,мне,я,PRON,_,Case=Dat|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#287.079#287.567
991,говорили,говорить,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#287.567#288.056
992,а,а,CCONJ,_,_,_,_,_,words-aal#@aal1975m#288.14#288.358
993,щас,"сейчас
",ADV,_,_,_,_,_,words-aal#@aal1975m#288.358#288.576
994,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#288.576#288.794
995,конечно,конечно,ADV,_,_,_,_,_,words-aal#@aal1975m#288.794#289.012
996,уже,уже,ADV,_,Degree=Pos,_,_,_,words-aal#@aal1975m#289.012#289.23
997,всем,"весь
",PRON,_,Case=Dat|Number=Plur,_,_,_,words-aal#@aal1975m#289.23#289.448
998,нравится,нравиться,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,_,_,_,words-aal#@aal1975m#289.448#289.666
999,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#289.666#289.884
1000,каждый,каждый,DET,_,Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#289.884#290.102
1001,хочет,хотеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#290.102#290.32
1002,как,как,SCONJ,_,_,_,_,_,words-aal#@aal1975m#290.32#290.538
1003,Яндекс,Яндекс,PROPN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#290.538#290.76
1004,щас,сейчас,"ADV
",_,"_
",_,_,_,words-aal#@aal1975m#299.76#300.002
1005,уже,уже,ADV,_,_,_,_,_,words-aal#@aal1975m#300.002#300.244
1006,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#300.244#300.486
1007,так,так,ADV,_,_,_,_,_,words-aal#@aal1975m#300.486#300.728
1008,кстати,кстати,ADV,_,_,_,_,_,words-aal#@aal1975m#300.728#300.971
1009,уже,"уже
",ADV,_,_,_,_,_,words-aal#@aal1975m#302.154#302.433
1010,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#302.433#302.712
1011,хочу,хотеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#302.712#302.991
1012,нет,нет,"INTJ
",_,"_
",_,_,_,words-aal#@aal1975m#302.991#303.27
1013,ну,ну,PART,_,_,_,_,_,words-aal#@aal1975m#303.27#303.549
1014,в,в,ADP,,,,,,words-aal#@aal1975m#303.549#303.827
1015,смысле,смысл,"NOUN
",_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#303.549#303.667
1016,уже,уже,ADV,_,_,_,_,_,words-aal#@aal1975m#303.667#304.107
1017,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#304.107#304.386
1018,так,так,ADV,_,,_,_,_,words-aal#@aal1975m#304.386#304.665
1019,важно,важно,ADV,_,Degree=Pos,_,_,_,words-aal#@aal1975m#304.665#304.944
1020,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#304.944#305.223
1021,понял,понять,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#305.223#305.502
1022,что,что,SCONJ,_,_,_,_,_,words-aal#@aal1975m#305.502#305.781
1023,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#305.781#306.06
1024,вещи,вещь,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur,_,_,_,words-aal#@aal1975m#306.06#306.339
1025,более,более,ADV,_,Degree=Cmp,_,_,_,words-aal#@aal1975m#306.339#306.618
1026,ценные,ценный,ADJ,_,Case=Nom|Degree=Pos|Number=Plur,_,_,_,words-aal#@aal1975m#306.618#306.902
1027,потому,потому,SCONJ,_,"_
",_,_,_,words-aal#@aal1975m#307.037#307.326
1028,что,что,SCONJ,_,_,_,_,_,words-aal#@aal1975m#307.326#307.615
1029,совершенно,совершенно,ADV,_,_,_,_,_,words-aal#@aal1975m#307.615#307.904
1030,неважно,неважно,ADV,_,Degree=Pos,_,_,_,words-aal#@aal1975m#307.904#308.193
1031,что,что,PRON,_,Case=Acc,_,_,_,words-aal#@aal1975m#308.193#308.482
1032,найдут,найти,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#308.482#308.771
1033,археологи,археолог,NOUN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur,_,_,_,words-aal#@aal1975m#308.771#309.06
1034,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#309.06#309.349
1035,но,но,CCONJ,_,_,_,_,_,words-aal#@aal1975m#309.349#309.638
1036,это,это,PRON,_,Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#309.638#309.927
1037,прикольно,прикольно,ADV,_,Degree=Pos,_,_,_,words-aal#@aal1975m#309.927#310.216
1038,для,для,ADP,_,_,_,_,_,words-aal#@aal1975m#310.216#310.505
1039,музея,музей,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#310.505#310.794
1040,через,через,ADP,_,_,_,_,_,words-aal#@aal1975m#310.794#311.083
1041,тысячу,тысяча," NUM
",_,Case=Acc|Number=Sing,_,_,_,words-aal#@aal1975m#311.083#311.372
1042,лет,год,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur,_,_,_,words-aal#@aal1975m#311.372#311.661
1043,но,но,CCONJ,_,_,_,_,_,words-aal#@aal1975m#311.661#311.95
1044,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#311.95#312.239
1045,хочу,хотеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#312.239#312.528
1046,оставить,оставить,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#312.528#312.817
1047,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#312.817#313.106
1048,более,более,ADV,_,Degree=Cmp,_,_,_,words-aal#@aal1975m#313.106#313.395
1049,важный,важный,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#313.395#313.684
1050,след,след,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#313.684#313.973
1051,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#313.973#314.262
1052,даже,даже,PART,_,_,_,_,_,words-aal#@aal1975m#314.262#314.551
1053,если,если,SCONJ,_,_,_,_,_,words-aal#@aal1975m#314.551#314.84
1054,археологи,археолог,NOUN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur,_,_,_,words-aal#@aal1975m#314.84#315.129
1055,ничего,ничто,PRON,_,Case=Gen,_,_,_,words-aal#@aal1975m#315.129#315.418
1056,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#315.418#315.707
1057,поймут,понять,VERB,_,Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#315.707#315.996
1058,и,и,CCONJ,_,_,_,_,_,words-aal#@aal1975m#315.996#316.285
1059,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#316.285#316.574
1060,найдут,найти,VERB,_,Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#316.574#316.863
1061,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#316.863#317.152
1062,при,при,ADP,_,_,_,_,_,words-aal#@aal1975m#317.152#317.441
1063,жизни,жизнь,NOUN,_,Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#317.441#317.73
1064,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#317.73#318.019
1065,чтобы,чтобы,SCONJ,_,_,_,_,_,words-aal#@aal1975m#318.019#318.308
1066,получить,получить,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#318.308#318.597
1067,больше,много,NUM,_,"Degree=Cmp
",_,_,_,words-aal#@aal1975m#318.597#318.888
1068,отдачи,отдача,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#318.95#319.495
1069,повлиять,влиять,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#321.63#322.032
1070,на,на,ADP,_,_,_,_,_,words-aal#@aal1975m#322.032#322.434
1071,культуру,культура,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#322.434#322.837
1072,это,это,PRON,_,Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#323.215#323.489
1073,важно,важный,ADJ,_,Degree=Pos|Gender=Neut|Number=Sing|Variant=Short,_,_,_,words-aal#@aal1975m#323.489#323.764
1074,на,на,ADP,_,_,_,_,_,words-aal#@aal1975m#323.904#324.283
1075,качество,качество,NOUN,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#324.283#324.662
1076,жизни,жизнь,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#324.662#325.041
1077,на,на,ADP,_,_,_,_,_,words-aal#@aal1975m#325.041#325.42
1078,культуру,культура,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#325.42#325.799
1079,это,этот,"PART
",_,_,_,_,_,words-aal#@aal1975m#325.799#326.178
1080,вещь,вещь,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#326.178#326.558
1081,кото...,кото...,"X
",_,_,_,_,_,words-aal#@aal1975m#326.619#326.714
1082,о,"о
","ADP
",_,_,_,_,_,words-aal#@aal1975m#326.714#326.857
1083,которой,который,PRON,_,Case=Loc|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#326.857#327.095
1084,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#327.095#327.333
1085,думаю,думать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#327.333#327.571
1086,каждый,каждый,DET,_,Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#327.571#327.809
1087,день,день,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#327.809#328.049
1088,нет,нет,"INTJ
",_,_,_,_,_,words-aal#@aal1975m#331.45#331.616
1089,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#331.616#331.782
1090,айфон,айфон,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#331.782#331.948
1091,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#331.948#332.114
1092,уже,уже,ADV,_,_,_,_,_,words-aal#@aal1975m#332.114#332.28
1093,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#332.28#332.45
1094,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#334.211#334.485
1095,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#334.485#334.759
1096,смогу,мочь,VERB,_,Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#334.759#335.033
1097,придумать,придумать,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#335.033#335.307
1098,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#335.307#335.581
1099,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#335.581#335.855
1100,могу,мочь,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#335.855#336.129
1101,поучаствовать,поучаствовать,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#336.129#336.403
1102,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#336.403#336.677
1103,поскольку,поскольку,SCONJ,_,_,_,_,_,words-aal#@aal1975m#336.677#336.951
1104,мир,мир,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#336.951#337.225
1105,слишком,слишком,ADV,_,_,_,_,_,words-aal#@aal1975m#337.225#337.499
1106,большой,большой,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#337.499#337.773
1107,и,и,CCONJ,_,_,_,_,_,words-aal#@aal1975m#337.773#338.047
1108,сложный,сложный,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#338.047#338.321
1109,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#338.321#338.595
1110,роль,роль,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#338.595#338.869
1111,личности,личность,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#338.869#339.143
1112,вообще,вообще,ADV,_,_,_,_,_,words-aal#@aal1975m#339.143#339.417
1113,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#339.417#339.691
1114,такая,такой,DET,_,Case=Nom|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#339.691#339.965
1115,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#339.965#340.239
1116,мм,ммм,"INTJ
",_,_,_,_,_,words-aal#@aal1975m#340.239#340.513
1117,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#340.513#340.787
1118,уже,уже,ADV,_,_,_,_,_,words-aal#@aal1975m#340.787#341.061
1119,как,как,SCONJ,_,_,_,_,_,words-aal#@aal1975m#341.061#341.335
1120,она,она,PRON,_,Case=Nom|Gender=Fem|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#341.335#341.609
1121,могла,мочь,VERB,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#341.609#341.883
1122,бы,бы,PART,_,_,_,_,_,words-aal#@aal1975m#341.883#342.157
1123,быть,быть,AUX,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#342.157#342.431
1124,раньше,рано,ADV,_,Degree=Cmp,_,_,_,words-aal#@aal1975m#342.431#342.732
1125,поэтому,поэтому,ADV,_,_,_,_,_,words-aal#@aal1975m#342.802#343.056
1126,на,на,ADP,_,_,_,_,_,words-aal#@aal1975m#343.056#343.31
1127,эту,этот,DET,_,Case=Acc|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#343.31#343.564
1128,тему,тема,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#343.564#343.818
1129,меня,я,PRON,_,Case=Acc|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#343.818#344.072
1130,нет,нет,PRED,_,_,_,_,_,words-aal#@aal1975m#344.072#344.326
1131,никаких,никакой,DET,_,Case=Gen|Number=Plur,_,_,_,words-aal#@aal1975m#344.326#344.58
1132,иллюзий,иллюзия,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur,_,_,_,words-aal#@aal1975m#344.58#344.834
1133,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#344.834#345.088
1134,и,и,CCONJ,_,_,_,_,_,words-aal#@aal1975m#345.088#345.342
1135,даже,даже,PART,_,_,_,_,_,words-aal#@aal1975m#345.342#345.596
1136,сам,сам,DET,_,Case=Nom|Gender=Masc|Number=Sing|Variant=Short,_,_,_,words-aal#@aal1975m#345.596#345.85
1137,факт,факт,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#345.85#346.104
1138,того,то,DET,_,Case=Gen|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#346.104#346.358
1139,что,что,SCONJ,_,_,_,_,_,words-aal#@aal1975m#346.358#346.612
1140,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#346.612#346.866
1141,отказался,отказаться,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,_,_,_,words-aal#@aal1975m#346.866#347.12
1142,от,от,ADP,_,_,_,_,_,words-aal#@aal1975m#347.12#347.374
1143,персональных,персональный,ADJ,_,Case=Gen|Degree=Pos|Number=Plur,_,_,_,words-aal#@aal1975m#347.374#347.628
1144,амбиций,амбиция,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur,_,_,_,words-aal#@aal1975m#347.628#347.882
1145,в,в,ADP,_,_,_,_,_,words-aal#@aal1975m#347.882#348.136
1146,пользу,польза,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#348.136#348.39
1147,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#348.39#348.644
1148,коллективных,коллективный,ADJ,_,Case=Gen|Degree=Pos|Number=Plur,_,_,_,words-aal#@aal1975m#348.644#348.898
1149,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#348.898#349.152
1150,именно,именно,PART,_,_,_,_,_,words-aal#@aal1975m#349.152#349.406
1151,как,как,SCONJ,_,_,_,_,_,words-aal#@aal1975m#349.406#349.66
1152,студии,студия,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur,_,_,_,words-aal#@aal1975m#349.66#349.914
1153,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#349.914#350.168
1154,это,это,PART,_,_,_,_,_,words-aal#@aal1975m#350.168#350.422
1155,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#350.422#350.676
1156,ну,ну,PART,_,_,_,_,_,words-aal#@aal1975m#350.676#350.93
1157,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#350.93#351.184
1158,большая,большой,ADJ,_,Case=Nom|Degree=Pos|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#351.184#351.438
1159,работа,работа,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#351.438#351.692
1160,на,на,ADP,_,_,_,_,_,words-aal#@aal1975m#351.692#351.946
1161,самом,самый,DET,_,Case=Loc|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#351.946#352.2
1162,деле,дело,NOUN,_,Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#352.2#352.454
1163,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#352.454#352.708
1164,мало,мало,ADV,_,Degree=Pos,_,_,_,words-aal#@aal1975m#352.708#352.962
1165,кто,кто,PRON,_,Case=Nom,_,_,_,words-aal#@aal1975m#352.962#353.216
1166,из,из,ADP,_,_,_,_,_,words-aal#@aal1975m#353.216#353.47
1167,дизайнеров,дизайнер,NOUN,_,Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur,_,_,_,words-aal#@aal1975m#353.47#353.724
1168,на,на,ADP,_,_,_,_,_,words-aal#@aal1975m#353.724#353.978
1169,это,это,PRON,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#353.978#354.232
1170,способен,способный,ADJ,_,Degree=Pos|Gender=Masc|Number=Sing|Variant=Short,_,_,_,words-aal#@aal1975m#354.232#354.486
1171,потому,потому,SCONJ,_,_,_,_,_,words-aal#@aal1975m#354.486#354.74
1172,что,что,SCONJ,_,_,_,_,_,words-aal#@aal1975m#354.74#354.994
1173,они,они,PRON,_,Case=Nom|Number=Plur|Person=3,_,_,_,words-aal#@aal1975m#354.994#355.248
1174,все,весь,DET,_,Case=Nom|Number=Plur,_,_,_,words-aal#@aal1975m#355.248#355.502
1175,страшные,страшный,ADJ,_,Case=Nom|Degree=Pos|Number=Plur,_,_,_,words-aal#@aal1975m#355.502#355.756
1176,эгоисты,эгоист,NOUN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur,_,_,_,words-aal#@aal1975m#355.756#356.028
1177,и,и,CCONJ,_,_,_,_,_,words-aal#@aal1975m#356.056#356.301
1178,им,они,PRON,_,Case=Dat|Number=Plur|Person=3,_,_,_,words-aal#@aal1975m#356.301#356.546
1179,важно,важно,ADJ,_,Degree=Pos,_,_,_,words-aal#@aal1975m#356.546#356.791
1180,вот,вот,PART,_,_,_,_,_,words-aal#@aal1975m#356.791#357.036
1181,типа,тип,"PART
",_,_,_,_,_,words-aal#@aal1975m#357.036#357.281
1182,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#357.281#357.526
1183,это,это,PRON,_,Case=Acc|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#357.526#357.771
1184,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#357.771#358.016
1185,сделал,делать,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#358.016#358.267
1186,а,а,CCONJ,_,_,_,_,_,words-aal#@aal1975m#358.324#358.586
1187,мне,я,PRON,_,Case=Dat|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#358.586#358.848
1188,неважно,неважно,ADJ,_,Degree=Pos,_,_,_,words-aal#@aal1975m#358.848#359.112
1189,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#359.197#359.49
1190,перешел,перейти,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#359.49#359.783
1191,на,на,ADP,_,_,_,_,_,words-aal#@aal1975m#359.783#360.076
1192,совершенно,совершенно,ADV,_,_,_,_,_,words-aal#@aal1975m#360.076#360.369
1193,другой,другой,"DET
",_,Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#360.369#360.662
1194,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#360.662#360.955
